ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Age,Year,Month,Day
2569.0,1987.0,Graduation,Married,17323.0,0.0,0.0,2012-10-10,38.0,3.0,14.0,17.0,6.0,1.0,5.0,1.0,1.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,27.0,2012,10,10
2114.0,1946.0,Phd,Single,82800.0,0.0,0.0,2012-11-24,23.0,1006.0,22.0,115.0,59.0,68.0,45.0,1.0,7.0,6.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,68.0,2012,11,24
9736.0,1980.0,Graduation,Married,41850.0,1.0,1.0,2012-12-24,51.0,53.0,5.0,19.0,2.0,13.0,4.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,34.0,2012,12,24
4939.0,1946.0,Graduation,Married,37760.0,0.0,0.0,2012-08-31,20.0,84.0,5.0,38.0,120.5,12.0,28.0,2.0,4.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,68.0,2012,8,31
6565.0,1949.0,Master,Married,76995.0,0.0,1.0,2013-03-28,91.0,1012.0,80.0,498.0,0.0,16.0,126.5,2.0,11.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,65.0,2013,3,28
2278.0,1985.0,2N Cycle,Single,33812.0,1.0,0.0,2012-11-03,86.0,4.0,17.0,19.0,30.0,24.0,39.0,2.0,2.0,1.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,29.0,2012,11,3
9360.0,1982.0,Graduation,Married,37040.0,0.0,0.0,2012-08-08,41.0,86.0,2.0,73.0,69.0,38.0,48.0,1.0,4.0,2.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,32.0,2012,8,8
5376.0,1979.0,Graduation,Married,2447.0,1.0,0.0,2013-01-06,42.0,1.0,1.0,556.0,1.0,1.0,1.0,6.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,35.0,2013,1,6
1993.0,1949.0,Phd,Married,58607.0,0.0,1.0,2012-12-23,63.0,867.0,0.0,86.0,0.0,0.0,19.0,3.0,2.0,3.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,65.0,2012,12,23
4047.0,1954.0,Phd,Married,65324.0,0.0,1.0,2014-01-11,0.0,384.0,0.0,102.0,21.0,32.0,5.0,3.0,6.0,2.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,60.0,2014,1,11
1409.0,1951.0,Graduation,Married,40689.0,0.0,1.0,2013-03-18,69.0,270.0,3.0,27.0,39.0,6.0,99.0,6.0,7.0,1.0,5.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,63.0,2013,3,18
7892.0,1969.0,Graduation,Single,18589.0,0.0,0.0,2013-01-02,89.0,6.0,4.0,25.0,15.0,12.0,13.0,2.0,2.0,1.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,45.0,2013,1,2
2404.0,1976.0,Graduation,Married,53359.0,1.0,1.0,2013-05-27,4.0,173.0,4.0,30.0,3.0,6.0,41.0,4.0,5.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,38.0,2013,5,27
5255.0,1986.0,Graduation,Single,51381.5,1.0,0.0,2013-02-20,19.0,5.0,1.0,3.0,3.0,81.0,126.5,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,28.0,2013,2,20
9422.0,1989.0,Graduation,Married,38360.0,1.0,0.0,2013-05-31,26.0,36.0,2.0,42.0,20.0,21.0,10.0,2.0,2.0,1.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,25.0,2013,5,31
1966.0,1965.0,Phd,Married,84618.0,0.0,0.0,2013-11-22,96.0,684.0,81.0,556.0,21.0,66.0,0.0,1.0,6.0,9.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,49.0,2013,11,22
6864.0,1989.0,Master,Divorced,10979.0,0.0,0.0,2014-05-22,34.0,8.0,4.0,10.0,2.0,2.0,4.0,2.0,3.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,25.0,2014,5,22
3033.0,1963.0,Master,Married,38620.0,0.0,0.0,2013-05-11,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,51.0,2013,5,11
5710.0,1970.0,Graduation,Married,40548.0,0.0,1.0,2012-10-10,31.0,110.0,0.0,5.0,2.0,0.0,3.0,2.0,2.0,1.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,44.0,2012,10,10
7373.0,1952.0,Phd,Divorced,46610.0,0.0,2.0,2012-10-29,8.0,96.0,12.0,96.0,33.0,22.0,43.0,6.0,4.0,1.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,62.0,2012,10,29
8755.0,1946.0,Master,Married,68657.0,0.0,0.0,2013-02-20,4.0,482.0,34.0,471.0,119.0,68.0,22.0,1.0,3.0,5.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,68.0,2013,2,20
10738.0,1951.0,Master,Single,49389.0,1.0,1.0,2013-08-29,55.0,40.0,0.0,19.0,2.0,1.0,3.0,1.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,63.0,2013,8,29
4339.0,1970.0,Phd,Married,67353.0,0.0,1.0,2013-12-31,37.0,702.0,17.0,151.0,0.0,8.0,35.0,5.0,5.0,6.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,44.0,2013,12,31
10755.0,1976.0,2N Cycle,Married,23718.0,1.0,0.0,2013-09-02,76.0,6.0,3.0,14.0,15.0,7.0,36.0,3.0,3.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,38.0,2013,9,2
8595.0,1973.0,Graduation,Widow,42429.0,0.0,1.0,2014-02-11,99.0,55.0,0.0,6.0,2.0,0.0,4.0,2.0,1.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,41.0,2014,2,11
2968.0,1943.0,Phd,Divorced,48948.0,0.0,0.0,2013-02-01,53.0,437.0,8.0,206.0,120.5,49.0,42.0,2.0,7.0,10.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,71.0,2013,2,1
8601.0,1980.0,Graduation,Married,80011.0,0.0,1.0,2013-04-29,3.0,421.0,76.0,536.0,82.0,81.0,102.0,2.0,8.0,6.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,34.0,2013,4,29
503.0,1985.0,Master,Married,20559.0,1.0,0.0,2013-03-12,88.0,13.0,1.0,29.0,3.0,0.0,7.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,29.0,2013,3,12
8430.0,1957.0,Graduation,Married,21994.0,0.0,1.0,2012-12-24,4.0,9.0,0.0,6.0,3.0,1.0,3.0,1.0,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,57.0,2012,12,24
7281.0,1959.0,Phd,Single,51381.5,0.0,0.0,2013-11-05,80.0,81.0,11.0,50.0,3.0,2.0,39.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,55.0,2013,11,5
2139.0,1975.0,Master,Married,7500.0,1.0,0.0,2013-10-02,19.0,3.0,1.0,10.0,3.0,2.0,12.0,3.0,2.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,39.0,2013,10,2
1371.0,1976.0,Graduation,Single,79941.0,0.0,0.0,2014-06-28,72.0,123.0,81.0,266.0,120.5,30.0,126.5,1.0,2.0,4.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,38.0,2014,6,28
9909.0,1996.0,2N Cycle,Married,7500.0,0.0,0.0,2012-11-09,24.0,3.0,18.0,14.0,15.0,22.0,50.0,3.0,3.0,1.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,18.0,2012,11,9
7286.0,1968.0,Graduation,Married,41728.0,1.0,0.0,2013-05-24,92.0,13.0,6.0,15.0,3.0,5.0,13.0,1.0,2.0,0.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,46.0,2013,5,24
7244.0,1951.0,Graduation,Single,51381.5,2.0,1.0,2014-01-01,96.0,48.0,5.0,48.0,6.0,10.0,7.0,3.0,2.0,1.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,63.0,2014,1,1
6566.0,1954.0,Phd,Married,72550.0,1.0,1.0,2012-11-08,39.0,826.0,50.0,317.0,50.0,38.0,38.0,6.0,5.0,2.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,60.0,2012,11,8
8614.0,1957.0,Graduation,Widow,65486.0,0.0,1.0,2014-05-12,29.0,245.0,19.0,125.0,37.0,67.0,14.0,1.0,4.0,2.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,57.0,2014,5,12
4114.0,1964.0,Master,Married,79143.0,0.0,0.0,2012-08-11,2.0,650.0,37.0,556.0,27.0,81.0,32.0,1.0,6.0,9.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,50.0,2012,8,11
1331.0,1977.0,Graduation,Single,35790.0,1.0,0.0,2013-01-02,54.0,12.0,6.0,20.0,30.0,1.0,3.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,37.0,2013,1,2
2225.0,1977.0,Graduation,Divorced,82582.0,0.0,0.0,2014-06-07,54.0,510.0,81.0,550.0,120.5,40.0,126.5,1.0,4.0,9.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,37.0,2014,6,7
9381.0,1978.0,Graduation,Married,66373.0,1.0,1.0,2013-06-12,57.0,328.0,9.0,124.0,12.0,24.0,109.0,6.0,4.0,2.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,36.0,2013,6,12
6260.0,1955.0,Master,Married,82384.0,0.0,0.0,2012-11-19,55.0,984.0,51.0,432.0,120.5,81.0,126.5,1.0,3.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,59.0,2012,11,19
10383.0,1966.0,Graduation,Divorced,70287.0,0.0,0.0,2013-04-02,30.0,295.0,35.0,482.0,120.5,81.0,40.0,1.0,5.0,5.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,48.0,2013,4,2
7437.0,1988.0,Graduation,Single,27938.0,1.0,0.0,2014-04-28,31.0,13.0,0.0,8.0,2.0,1.0,5.0,1.0,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,26.0,2014,4,28
8557.0,1982.0,Graduation,Single,51381.5,1.0,0.0,2013-06-17,57.0,11.0,3.0,22.0,2.0,2.0,6.0,2.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,32.0,2013,6,17
8375.0,1968.0,Phd,Married,55954.0,0.0,1.0,2014-03-03,63.0,447.0,0.0,28.0,0.0,0.0,43.0,3.0,8.0,2.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,46.0,2014,3,3
6853.0,1982.0,Master,Single,75777.0,0.0,0.0,2013-07-04,12.0,712.0,26.0,538.0,69.0,13.0,80.0,1.0,3.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,32.0,2013,7,4
3076.0,1975.0,Graduation,Married,66653.0,1.0,1.0,2012-09-07,18.0,452.0,18.0,102.0,16.0,18.0,6.0,4.0,4.0,2.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,39.0,2012,9,7
1012.0,1952.0,Graduation,Single,61823.0,0.0,1.0,2013-02-18,26.0,523.0,7.0,134.0,37.0,14.0,126.5,4.0,8.0,2.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,62.0,2013,2,18
6518.0,1951.0,Phd,Widow,67680.0,0.0,1.0,2013-06-11,8.0,546.0,0.0,48.0,0.0,6.0,6.0,1.0,7.0,3.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,63.0,2013,6,11
4137.0,1948.0,Graduation,Married,70666.0,0.0,0.0,2013-12-06,29.0,398.0,40.0,367.0,119.0,81.0,30.0,1.0,7.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,66.0,2013,12,6
8082.0,1971.0,Graduation,Married,25721.0,1.0,0.0,2013-05-21,75.0,1.0,3.0,6.0,3.0,6.0,15.0,1.0,1.0,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,43.0,2013,5,21
1386.0,1967.0,Graduation,Married,32474.0,1.0,1.0,2014-05-11,0.0,10.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,47.0,2014,5,11
9369.0,1979.0,2N Cycle,Single,88194.0,0.0,1.0,2014-03-19,19.0,688.0,14.0,309.0,120.5,24.0,38.0,1.0,11.0,10.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,35.0,2014,3,19
4477.0,1958.0,Graduation,Married,69096.0,0.0,1.0,2013-09-27,4.0,247.0,49.0,159.0,7.0,81.0,109.0,1.0,5.0,2.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,56.0,2013,9,27
1357.0,1970.0,Graduation,Married,74854.0,1.0,2.0,2013-04-08,90.0,856.0,59.0,487.0,58.0,29.0,73.0,6.0,2.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,44.0,2013,4,8
1402.0,1954.0,Master,Married,66991.0,0.0,0.0,2012-09-11,1.0,496.0,36.0,460.0,120.5,60.0,12.0,3.0,4.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,60.0,2012,9,11
10629.0,1973.0,2N Cycle,Married,51381.5,1.0,0.0,2012-09-14,25.0,25.0,3.0,43.0,17.0,4.0,17.0,3.0,3.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,41.0,2012,9,14
6312.0,1959.0,Graduation,Married,65031.0,0.0,1.0,2013-03-17,29.0,258.0,81.0,291.0,84.0,37.0,86.0,4.0,10.0,3.0,13.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,55.0,2013,3,17
8132.0,1975.0,Phd,Married,60631.0,1.0,1.0,2013-04-05,88.0,565.0,6.0,65.0,0.0,6.0,19.0,5.0,9.0,2.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,39.0,2013,4,5
1050.0,1952.0,Graduation,Married,28332.0,0.0,0.0,2014-04-30,58.0,14.0,10.0,13.0,4.0,15.0,9.0,1.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,62.0,2014,4,30
5846.0,1977.0,Graduation,Divorced,40246.0,1.0,0.0,2012-12-19,68.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,37.0,2012,12,19
1859.0,1972.0,Master,Married,75251.0,0.0,0.0,2012-08-27,34.0,721.0,81.0,556.0,97.0,18.0,18.0,1.0,7.0,6.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,42.0,2012,8,27
7503.0,1976.0,Graduation,Single,75825.0,0.0,0.0,2012-10-12,40.0,1032.0,81.0,556.0,120.5,81.0,51.0,0.0,5.0,8.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,38.0,2012,10,12
10401.0,1976.0,2N Cycle,Married,26326.0,0.0,0.0,2013-09-04,12.0,1.0,0.0,5.0,0.0,3.0,9.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,38.0,2013,9,4
1618.0,1965.0,Graduation,Married,56046.0,0.0,0.0,2013-01-02,9.0,577.0,0.0,64.0,0.0,0.0,51.0,2.0,10.0,1.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,49.0,2013,1,2
3332.0,1985.0,Graduation,Single,29760.0,1.0,0.0,2012-08-29,87.0,64.0,4.0,68.0,7.0,5.0,17.0,4.0,3.0,1.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,29.0,2012,8,29
2261.0,1969.0,Graduation,Married,26304.0,1.0,0.0,2013-06-23,5.0,4.0,1.0,5.0,2.0,0.0,4.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,45.0,2013,6,23
5346.0,1973.0,2N Cycle,Married,23559.0,1.0,0.0,2013-07-03,87.0,25.0,5.0,19.0,7.0,0.0,23.0,3.0,3.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,41.0,2013,7,3
4119.0,1963.0,Master,Married,38620.0,0.0,0.0,2013-05-11,56.0,112.0,17.0,44.0,34.0,22.0,89.0,1.0,2.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,51.0,2013,5,11
535.0,1987.0,Graduation,Divorced,81361.0,0.0,0.0,2014-02-25,18.0,163.0,23.0,424.0,27.0,65.0,76.0,1.0,3.0,10.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,27.0,2014,2,25
5268.0,1960.0,Graduation,Married,29440.0,1.0,1.0,2013-08-11,95.0,17.0,8.0,14.0,10.0,4.0,3.0,2.0,1.0,0.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,54.0,2013,8,11
273.0,1970.0,Master,Married,36138.0,1.0,1.0,2013-07-16,48.0,130.0,0.0,16.0,0.0,0.0,5.0,5.0,3.0,1.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,44.0,2013,7,16
4452.0,1957.0,Graduation,Single,50388.0,0.0,1.0,2014-05-28,3.0,292.0,6.0,37.0,0.0,3.0,34.0,4.0,6.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,57.0,2014,5,28
8504.0,1973.0,Graduation,Married,79593.0,0.0,0.0,2014-05-12,70.0,350.0,60.0,556.0,110.0,81.0,126.5,1.0,5.0,6.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,41.0,2014,5,12
771.0,1967.0,Graduation,Married,54178.0,0.0,1.0,2014-01-21,79.0,135.0,9.0,39.0,4.0,0.0,7.0,1.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,47.0,2014,1,21
8996.0,1957.0,Phd,Married,51381.5,2.0,1.0,2012-11-19,4.0,230.0,42.0,192.0,49.0,37.0,53.0,6.0,7.0,2.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,57.0,2012,11,19
9235.0,1957.0,Graduation,Single,51381.5,1.0,1.0,2014-05-27,45.0,7.0,0.0,8.0,2.0,0.0,1.0,1.0,1.0,0.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,57.0,2014,5,27
5798.0,1973.0,Master,Married,51381.5,0.0,0.0,2013-11-23,87.0,445.0,37.0,359.0,98.0,28.0,18.0,1.0,2.0,4.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,41.0,2013,11,23
11178.0,1972.0,Master,Single,42394.0,1.0,0.0,2014-03-23,69.0,15.0,2.0,10.0,0.0,1.0,4.0,1.0,1.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,42.0,2014,3,23
2230.0,1970.0,Phd,Married,23626.0,1.0,0.0,2014-05-24,84.0,27.0,2.0,14.0,0.0,0.0,0.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,44.0,2014,5,24
7516.0,1983.0,Graduation,Married,30096.0,1.0,0.0,2014-05-22,30.0,5.0,3.0,11.0,12.0,5.0,9.0,1.0,2.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,31.0,2014,5,22
7247.0,1960.0,Graduation,Widow,47916.0,0.0,1.0,2012-11-22,72.0,505.0,0.0,26.0,0.0,0.0,75.0,5.0,7.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,54.0,2012,11,22
11100.0,1972.0,Graduation,Divorced,51813.0,1.0,1.0,2013-04-11,37.0,51.0,2.0,7.0,0.0,1.0,2.0,2.0,2.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,42.0,2013,4,11
4646.0,1951.0,2N Cycle,Married,78497.0,0.0,0.0,2013-12-01,44.0,207.0,26.0,447.0,75.0,0.0,126.5,1.0,5.0,7.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,63.0,2013,12,1
3037.0,1983.0,Phd,Married,50150.0,0.0,0.0,2013-06-20,32.0,135.0,46.0,92.0,65.0,61.0,11.0,2.0,5.0,2.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,31.0,2013,6,20
1473.0,1960.0,2N Cycle,Single,47823.0,0.0,1.0,2013-07-23,0.0,53.0,1.0,5.0,2.0,1.0,10.0,2.0,2.0,0.0,3.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,0.0,54.0,2013,7,23
